Implementing Agency,Sector/Cluster,Activity Category,Org Type,District,Sub Dstrict,Village,Place Name,Activity,Materials/Service Provided,Primary Beneficiary,# of Primary Beneficiaries,Status,Start Date,End Date
YSTC,WASH,,National NGOs,Sigi,Tanambulava,Sibalaya Selatan,Kantor Desa Sibaya Selatan,Distribution,,Children,,completed,Oct-12-2018,Oct-12-2018
YSTC,WASH,,National NGOs,Donggala,Banawa,Boya,Boya,Distribution,,Households,,completed,Oct-08-2018,Oct-08-2018
YSTC,WASH,,National NGOs,Donggala,Balaesang,Lombonga,Kamp Lomboga,Distribution,,Households,,completed,Oct-08-2018,Oct-08-2018
YSTC,WASH,,National NGOs,Donggala,Sirenja,Sipi,Posko Sipi,Distribution,,Households,,completed,Oct-08-2018,Oct-08-2018
YSTC,WASH,,National NGOs,Donggala,Sirenja,Tompe,Polsek Tompe,Distribution,,Households,,completed,Oct-08-2018,Oct-08-2018
YSTC,WASH,,National NGOs,Palu,Palu Barat,Balaroa,Kamp Balaroa,Distribution,,Households,,completed,Oct-07-2018,Oct-07-2018
YSTC,WASH,,National NGOs,Palu,Palu Selatan,Birobulli Utara,Bandara Muatiara - cendrawasih,Distribution,,Households,,completed,Oct-07-2018,Oct-07-2018
YSTC,WASH,,National NGOs,Palu,Palu Timur,Besusu,Posko Makorem,Distribution,,Households,,completed,Oct-04-2018,Oct-04-2018
YSTC,WASH,,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,Distribution,,Households,,completed,Oct-04-2018,Oct-04-2018
YSTC,WASH,,National NGOs,Palu,Palu Selatan,Birobulli Utara,Bandara Muatiara - cendrawasih,Distribution,,Households,,completed,Oct-07-2018,Oct-07-2018
YSTC,WASH,,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,Distribution,,Households,,completed,Oct-04-2018,Oct-04-2018
YSTC,WASH,,National NGOs,Palu,Palu Selatan,Besusu,Cendrawasih,Distribution,,Households,,completed,Oct-05-2018,Oct-05-2018
YSTC,WASH,,National NGOs,Palu,Ulujadi,Donggala Kodi,Posko Donggala Kodi,Distribution,,Households,,completed,Oct-09-2018,Oct-09-2018
YSTC,WASH,,National NGOs,Palu,Ulujadi,Kabonena,Posko Kabonena,Distribution,,Households,,completed,Oct-09-2018,Oct-09-2018
YSTC,WASH,,National NGOs,Palu,Palu Utara,Mamboro,Posko Mamboro,Distribution,,Households,,completed,Oct-09-2018,Oct-09-2018
YSTC,WASH,,National NGOs,Sigi,Marawola,Baliase,Baliase Kampung,Distribution,,Households,,completed,Oct-06-2018,Oct-06-2018
YSTC,WASH,,National NGOs,Sigi,Marawola,Baliase,BTN Baliase,Distribution,,Households,,completed,Oct-06-2018,Oct-06-2018
YSTC,WASH,,National NGOs,Sigi,Marawola,Baliase,Desa Baliase - Kab. Sigi,Distribution,,Households,,completed,Oct-05-2018,Oct-05-2018
YSTC,WASH,,National NGOs,Sigi,Dolo Barat,Kaleke,Posko Kaleke,Distribution,,Households,,completed,Oct-09-2018,Oct-09-2018
YSTC,WASH,,National NGOs,Sigi,Dolo,Maku,Posko Maku,Distribution,,Households,,completed,Oct-09-2018,Oct-09-2018
YSTC,WASH,,National NGOs,Donggala,Sindue,Lore Tatari,Posko SMP Lero Tatari,Distribution,,Households,,completed,Oct-13-2018,Oct-13-2018
YSTC,WASH,,National NGOs,Palu,Mantikulore,Tanamodindi,Indivudual beneficiaries in Vatulemo,Distribution,,Households,,completed,Oct-13-2018,Oct-13-2018
YSTC,WASH,,National NGOs,Palu,Palu Utara,Mamboro,Posko Mamboro,Distribution,,Households,,completed,Oct-10-2018,Oct-10-2018
YSTC,WASH,,National NGOs,Sigi,Marawola,Sibedi,Distribution in Desa Sibedi,Distribution,,Households,,completed,Oct-10-2018,Oct-10-2018
YSTC,WASH,,National NGOs,Sigi,Tanambulava,Sibalaya Selatan,Kantor Desa Sibaya Selatan,Distribution,,Households,,completed,Oct-12-2018,Oct-12-2018
YSTC,WASH,,National NGOs,Donggala,Sindue,Lore Tatari,Posko SMP Lero Tatari,Distribution,,Individuals,,completed,Oct-13-2018,Oct-13-2018
YSTC,WASH,,National NGOs,Donggala,Sindue,Lore Tatari,Posko SMP Lero Tatari,Water Tank,,Children,,completed,Oct-13-2018,Oct-13-2018
YSTC,Education,,National NGOs,Donggala,Sindue,Lore Tatari,Posko SMP Lero Tatari,Set up TLS,,Children,,ongoing,Oct-13-2018,Oct-13-2018
